request_symbol,name,previous_management_style,management_evidence_version,matched_catalog_series_ids,management_style,management_confidence,management_source,evidence,source_url,source_zip,ncen_accession_number,ncen_series_id,ncen_fund_name,ncen_is_etf,ncen_is_index,ncen_match_route,identity_name_similarity,review_note,changed_from_previous
VOE,Vanguard Morningstar Mid-Cap Value ETF,systematic_or_rules_based,management_style_evidence_1.1,S000012757,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/36405/000003640526000103/0000036405-26-000103-index.html,2026q1_ncen.zip,0000036405-26-000103,S000012757,VANGUARD MID-CAP VALUE INDEX FUND,Y,Y,series_id,0.7142857142857143,,True
VONE,Vanguard Russell 1000 ETF,index_passive_identified,management_style_evidence_1.1,S000030000,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1021882/000102188225000227/0001021882-25-000227-index.html,2025q4_ncen.zip,0001021882-25-000227,S000030000,VANGUARD RUSSELL 1000 INDEX FUND,Y,Y,series_id,0.8888888888888888,,False
VONG,Vanguard Russell 1000 Growth ETF,systematic_or_rules_based,management_style_evidence_1.1,S000030002,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1021882/000102188225000227/0001021882-25-000227-index.html,2025q4_ncen.zip,0001021882-25-000227,S000030002,VANGUARD RUSSELL 1000 GROWTH INDEX FUND,Y,Y,series_id,0.9122807017543859,,True
VONV,Vanguard Russell 1000 Value ETF,systematic_or_rules_based,management_style_evidence_1.1,S000030001,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1021882/000102188225000227/0001021882-25-000227-index.html,2025q4_ncen.zip,0001021882-25-000227,S000030001,VANGUARD RUSSELL 1000 VALUE INDEX FUND,Y,Y,series_id,0.9090909090909091,,True
VOO,Vanguard S&P 500 ETF,index_passive_identified,management_style_evidence_1.1,S000002839,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/36405/000003640526000103/0000036405-26-000103-index.html,2026q1_ncen.zip,0000036405-26-000103,S000002839,VANGUARD 500 INDEX FUND,Y,Y,series_id,0.7741935483870968,,False
VOOG,Vanguard S&P 500 Growth ETF,systematic_or_rules_based,management_style_evidence_1.1,S000030012,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/891190/000089119025000112/0000891190-25-000112-index.html,2025q4_ncen.zip,0000891190-25-000112,S000030012,VANGUARD S&P 500 GROWTH INDEX FUND,Y,Y,series_id,0.8888888888888888,,True
VOOV,Vanguard S&P 500 Value ETF,systematic_or_rules_based,management_style_evidence_1.1,S000030013,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/891190/000089119025000112/0000891190-25-000112-index.html,2025q4_ncen.zip,0000891190-25-000112,S000030013,VANGUARD S&P 500 VALUE INDEX FUND,Y,Y,series_id,0.8837209302325582,,True
VOT,Vanguard Morningstar Mid-Cap Growth ETF,systematic_or_rules_based,management_style_evidence_1.1,S000012756,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/36405/000003640526000103/0000036405-26-000103-index.html,2026q1_ncen.zip,0000036405-26-000103,S000012756,VANGUARD MID-CAP GROWTH INDEX FUND,Y,Y,series_id,0.7241379310344828,,True
VOTE,TCW Transform 500 ETF,not_determined,management_style_evidence_1.1,S000070743,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1831313/000141036826000567/0001410368-26-000567-index.html,2026q1_ncen.zip,0001410368-26-000567,S000070743,TCW Transform 500 ETF,Y,Y,series_id,1.0,,True
VOX,Vanguard Communication Services  ETF,not_determined,management_style_evidence_1.1,S000004443,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/52848/000005284825000301/0000052848-25-000301-index.html,2025q4_ncen.zip,0000052848-25-000301,S000004443,VANGUARD COMMUNICATION SERVICES INDEX FUND,Y,Y,series_id,0.9230769230769231,,True
VPC,Virtus Private Credit Strategy ETF,not_determined,management_style_evidence_1.1,S000064727,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1559109/000094040026000209/0000940400-26-000209-index.html,2026q1_ncen.zip,0000940400-26-000209,S000064727,Virtus Private Credit Strategy ETF,Y,Y,series_id,1.0,,True
VPL,Vanguard FTSE Pacific ETF,index_passive_identified,management_style_evidence_1.1,S000005788,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/857489/000085748926000003/0000857489-26-000003-index.html,2026q1_ncen.zip,0000857489-26-000003,S000005788,VANGUARD PACIFIC STOCK INDEX FUND,Y,Y,series_id,0.7391304347826086,,False
VPN,Global X Data Center REITs & Digital Infrastructure ETF,not_determined,management_style_evidence_1.1,S000069709,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1432353/000204825126001908/0002048251-26-001908-index.html,2026q1_ncen.zip,0002048251-26-001908,S000069709,Global X Data Center & Digital Infrastructure ETF,Y,Y,series_id,0.9425287356321839,,True
VPU,Vanguard Utilities ETF,not_determined,management_style_evidence_1.1,S000004445,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/52848/000005284825000301/0000052848-25-000301-index.html,2025q4_ncen.zip,0000052848-25-000301,S000004445,VANGUARD UTILITIES INDEX FUND,Y,Y,series_id,0.8780487804878049,,True
VRAI,Virtus Real Asset Income ETF,not_determined,management_style_evidence_1.1,S000064728,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1559109/000094040026000209/0000940400-26-000209-index.html,2026q1_ncen.zip,0000940400-26-000209,S000064728,Virtus Real Asset Income ETF,Y,Y,series_id,1.0,,True
VRIG,Invesco Variable Rate Investment Grade ETF,not_determined,management_style_evidence_1.1,S000051678,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1418144/000141814426000002/0001418144-26-000002-index.html,2026q1_ncen.zip,0001418144-26-000002,S000051678,Invesco Variable Rate Investment Grade ETF,Y,,series_id,1.0,,True
VRP,Invesco Variable Rate Preferred ETF,not_determined,management_style_evidence_1.1,S000045020,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1378872/000137887225000490/0001378872-25-000490-index.html,2025q4_ncen.zip,0001378872-25-000490,S000045020,Invesco Variable Rate Preferred ETF,Y,Y,series_id,1.0,,True
VSDA,VictoryShares Dividend Accelerator ETF,systematic_or_rules_based,management_style_evidence_1.1,S000056886,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1547580/000100472625001640/0001004726-25-001640-index.html,2025q4_ncen.zip,0001004726-25-001640,S000056886,VictoryShares Dividend Accelerator ETF,Y,Y,series_id,1.0,,True
VSGX,Vanguard ESG International Stock ETF,systematic_or_rules_based,management_style_evidence_1.1,S000063074,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/52848/000005284825000301/0000052848-25-000301-index.html,2025q4_ncen.zip,0000052848-25-000301,S000063074,VANGUARD ESG INTERNATIONAL STOCK ETF,Y,Y,series_id,1.0,,True
VSHY,Virtus Newfleet Short Duration High Yield Bond ETF,not_determined,management_style_evidence_1.1,,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1648403/000094040025003130/0000940400-25-003130-index.html,2025q4_ncen.zip,0000940400-25-003130,S000051570,Virtus Newfleet Short Duration High Yield Bond ETF,Y,,ticker,1.0,,True
VSLU,Applied Finance Valuation Large Cap ETF,not_determined,management_style_evidence_1.1,S000071288,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1771146/000089418926007941/0000894189-26-007941-index.html,2026q1_ncen.zip,0000894189-26-007941,S000071288,Applied Finance Valuation Large Cap ETF,Y,,series_id,1.0,,True
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,systematic_or_rules_based,management_style_evidence_1.1,S000056883,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1547580/000100472625001640/0001004726-25-001640-index.html,2025q4_ncen.zip,0001004726-25-001640,S000056883,VictoryShares US Multi-Factor Minimum Volatility ETF,Y,Y,series_id,1.0,,True
VSS,Vanguard FTSE All-Wld ex-US SmCp Idx ETF,index_passive_identified,management_style_evidence_1.1,S000025074,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/857489/000085748926000003/0000857489-26-000003-index.html,2026q1_ncen.zip,0000857489-26-000003,S000025074,VANGUARD FTSE ALL-WORLD EX-US SMALL-CAP INDEX FUND,Y,Y,series_id,0.7941176470588235,,False
VT,Vanguard Total World Stock Index ETF,index_passive_identified,management_style_evidence_1.1,S000022482,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/857489/000085748926000003/0000857489-26-000003-index.html,2026q1_ncen.zip,0000857489-26-000003,S000022482,VANGUARD TOTAL WORLD STOCK INDEX FUND,Y,Y,series_id,0.8620689655172413,,False
VTC,Vanguard Total Corporate Bond ETF,not_determined,management_style_evidence_1.1,S000059555,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1021882/000102188225000227/0001021882-25-000227-index.html,2025q4_ncen.zip,0001021882-25-000227,S000059555,VANGUARD TOTAL CORPORATE BOND ETF,Y,Y,series_id,1.0,,True
VTEB,Vanguard Tax-Exempt Bond ETF,not_determined,management_style_evidence_1.1,S000048568,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/225997/000022599726000004/0000225997-26-000004-index.html,2026q1_ncen.zip,0000225997-26-000004,S000048568,VANGUARD TAX-EXEMPT BOND INDEX FUND,Y,Y,series_id,0.8979591836734694,,True
VTHR,Vanguard Russell 3000 ETF,index_passive_identified,management_style_evidence_1.1,S000030006,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1021882/000102188225000227/0001021882-25-000227-index.html,2025q4_ncen.zip,0001021882-25-000227,S000030006,VANGUARD RUSSELL 3000 INDEX FUND,Y,Y,series_id,0.8888888888888888,,False
VTI,Vanguard Morningstar Total Stock Market ETF,index_passive_identified,management_style_evidence_1.1,S000002848,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/36405/000003640526000103/0000036405-26-000103-index.html,2026q1_ncen.zip,0000036405-26-000103,S000002848,VANGUARD TOTAL STOCK MARKET INDEX FUND,Y,Y,series_id,0.7575757575757576,,False
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund ETF Shares,index_passive_identified,management_style_evidence_1.1,S000038501,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/836906/000083690625000268/0000836906-25-000268-index.html,2025q4_ncen.zip,0000836906-25-000268,S000038501,VANGUARD SHORT-TERM INFLATION-PROTECTED SECURITIES INDEX FUND,Y,Y,series_id,0.9423076923076923,,False
VTV,Vanguard Morningstar Value ETF,systematic_or_rules_based,management_style_evidence_1.1,S000002840,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/36405/000003640526000103/0000036405-26-000103-index.html,2026q1_ncen.zip,0000036405-26-000103,S000002840,VANGUARD VALUE INDEX FUND,Y,Y,series_id,0.6363636363636364,,True
VTWG,Vanguard Russell 2000 Growth ETF,systematic_or_rules_based,management_style_evidence_1.1,S000030005,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1021882/000102188225000227/0001021882-25-000227-index.html,2025q4_ncen.zip,0001021882-25-000227,S000030005,VANGUARD RUSSELL 2000 GROWTH INDEX FUND,Y,Y,series_id,0.9122807017543859,,True
VTWO,Vanguard Russell 2000 ETF,index_passive_identified,management_style_evidence_1.1,S000030003,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1021882/000102188225000227/0001021882-25-000227-index.html,2025q4_ncen.zip,0001021882-25-000227,S000030003,VANGUARD RUSSELL 2000 INDEX FUND,Y,Y,series_id,0.8888888888888888,,False
VTWV,Vanguard Russell 2000 Value ETF,systematic_or_rules_based,management_style_evidence_1.1,S000030004,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1021882/000102188225000227/0001021882-25-000227-index.html,2025q4_ncen.zip,0001021882-25-000227,S000030004,VANGUARD RUSSELL 2000 VALUE INDEX FUND,Y,Y,series_id,0.9090909090909091,,True
VUG,Vanguard Morningstar Growth ETF,systematic_or_rules_based,management_style_evidence_1.1,S000002842,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/36405/000003640526000103/0000036405-26-000103-index.html,2026q1_ncen.zip,0000036405-26-000103,S000002842,VANGUARD GROWTH INDEX FUND,Y,Y,series_id,0.6521739130434783,,True
VUSB,Vanguard Ultra-Short Bond ETF,not_determined,management_style_evidence_1.1,S000071399,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/794105/000079410526000062/0000794105-26-000062-index.html,2026q1_ncen.zip,0000794105-26-000062,S000071399,VANGUARD ULTRA-SHORT BOND ETF,Y,,series_id,1.0,,True
VUSE,Vident U.S. Equity Strategy ETF,not_determined,management_style_evidence_1.1,S000043147,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1540305/000089418926000095/0000894189-26-000095-index.html,2026q1_ncen.zip,0000894189-26-000095,S000043147,Vident U.S. Equity Strategy ETF,Y,Y,series_id,1.0,,True
VV,Vanguard Morningstar Large-Cap ETF,index_passive_identified,management_style_evidence_1.1,S000002843,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/36405/000003640526000103/0000036405-26-000103-index.html,2026q1_ncen.zip,0000036405-26-000103,S000002843,VANGUARD LARGE-CAP INDEX FUND,Y,Y,series_id,0.68,,False
VWO,Vanguard FTSE Emerging Markets ETF,index_passive_identified,management_style_evidence_1.1,S000005786,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/857489/000085748926000003/0000857489-26-000003-index.html,2026q1_ncen.zip,0000857489-26-000003,S000005786,VANGUARD EMERGING MARKETS STOCK INDEX FUND,Y,Y,series_id,0.8064516129032258,,False
VWOB,Vanguard Emerging Markets Government Bond ETF,not_determined,management_style_evidence_1.1,S000040750,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1004655/000100465526000003/0001004655-26-000003-index.html,2026q1_ncen.zip,0001004655-26-000003,S000040750,VANGUARD EMERGING MARKETS GOVERNMENT BOND INDEX FUND,Y,Y,series_id,0.9382716049382716,,True
VXF,Vanguard Extended Market ETF,not_determined,management_style_evidence_1.1,S000002841,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/36405/000003640526000103/0000036405-26-000103-index.html,2026q1_ncen.zip,0000036405-26-000103,S000002841,VANGUARD EXTENDED MARKET INDEX FUND,Y,Y,series_id,0.9019607843137255,,True
VXUS,Vanguard Total International Stock ETF,not_determined,management_style_evidence_1.1,S000002932,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/736054/000073605426000003/0000736054-26-000003-index.html,2026q1_ncen.zip,0000736054-26-000003,S000002932,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,Y,Y,series_id,0.927536231884058,,True
VYM,Vanguard High Dividend Yield ETF,systematic_or_rules_based,management_style_evidence_1.1,S000014011,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1004655/000100465526000003/0001004655-26-000003-index.html,2026q1_ncen.zip,0001004655-26-000003,S000014011,VANGUARD HIGH DIVIDEND YIELD INDEX FUND,Y,Y,series_id,0.9122807017543859,,True
VYMI,Vanguard International High Dividend Yield ETF,systematic_or_rules_based,management_style_evidence_1.1,S000051872,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1004655/000100465526000003/0001004655-26-000003-index.html,2026q1_ncen.zip,0001004655-26-000003,S000051872,VANGUARD INTERNATIONAL HIGH DIVIDEND YIELD INDEX FUND,Y,Y,series_id,0.9397590361445783,,True
WBIF,WBI BullBear Value 3000 ETF,systematic_or_rules_based,management_style_evidence_1.1,S000044181,active_identified,high,primary_source_override,Issuer regulatory brochure states that WBI provides day-to-day portfolio management for its primarily actively managed ETFs,https://www.wbiinvestments.com/_files/ugd/c0ed08_e2ddb2c4cc93486cbb561ec3e919e8d5.pdf,,,,,,,manual_ticker_override,,,True
WBIG,WBI BullBear Yield 3000 ETF,not_determined,management_style_evidence_1.1,S000044182,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1591939/000089418926013988/0000894189-26-013988-index.html,2026q2_ncen.zip,0000894189-26-013988,S000044182,WBI BullBear Yield 3000 ETF,Y,,series_id,1.0,,True
WBIL,WBI BullBear Quality 3000 ETF,systematic_or_rules_based,management_style_evidence_1.1,S000044183,active_identified,high,primary_source_override,Issuer regulatory brochure states that WBI provides day-to-day portfolio management for its primarily actively managed ETFs,https://www.wbiinvestments.com/_files/ugd/c0ed08_e2ddb2c4cc93486cbb561ec3e919e8d5.pdf,,,,,,,manual_ticker_override,,,True
WBIY,WBI Power Factor High Dividend ETF,systematic_or_rules_based,management_style_evidence_1.1,S000055583,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1591939/000089418926013988/0000894189-26-013988-index.html,2026q2_ncen.zip,0000894189-26-013988,S000055583,WBI Power Factor High Dividend ETF,Y,Y,series_id,1.0,,True
WCBR,WisdomTree Cybersecurity Fund,not_determined,management_style_evidence_1.1,S000070495,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1350487/000094040025000407/0000940400-25-000407-index.html,2025q3_ncen.zip,0000940400-25-000407,S000070495,WisdomTree Cybersecurity Fund,Y,Y,series_id,1.0,,True
WCLD,WisdomTree Cloud Computing Fund,not_determined,management_style_evidence_1.1,S000066390,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1350487/000094040025000407/0000940400-25-000407-index.html,2025q3_ncen.zip,0000940400-25-000407,S000066390,WisdomTree Cloud Computing Fund,Y,Y,series_id,1.0,,True
WDIV,State Street SPDR S&P Global Dividend ETF,systematic_or_rules_based,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1168164/000141036825034454/0001410368-25-034454-index.html,2025q4_ncen.zip,0001410368-25-034454,S000040740,SPDR S&P Global Dividend ETF,Y,Y,ticker,0.6764705882352942,,True
WDNA,WisdomTree BioRevolution Fund,not_determined,management_style_evidence_1.1,S000071961,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1350487/000094040025000407/0000940400-25-000407-index.html,2025q3_ncen.zip,0000940400-25-000407,S000071961,WisdomTree BioRevolution Fund,Y,Y,series_id,1.0,,True
WEAT,Teucrium Wheat Fund ETV,not_determined,management_style_evidence_1.1,,systematic_or_rules_based,high,primary_source_override,Issuer describes benchmark commodity exposure implemented through wheat futures,https://teucrium.com/weat,,,,,,,manual_ticker_override,,,True
WGMI,CoinShares Bitcoin Mining and Digital Power ETF,not_determined,management_style_evidence_1.1,S000075052,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1877493/000114554924078706/0001145549-24-078706-index.html,2024q4_ncen.zip,0001145549-24-078706,S000075052,Valkyrie Bitcoin Miners ETF,Y,,series_id,0.5423728813559322,,True
WINN,Harbor Long-Term Growers ETF,not_determined,management_style_evidence_1.1,S000075162,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1860434/000141036826000527/0001410368-26-000527-index.html,2026q1_ncen.zip,0001410368-26-000527,S000075162,Harbor Long-Term Growers ETF,Y,,series_id,1.0,,True
WIP,State Street SPDR FTSE International Government Inflation-Protected Bond ETF,index_passive_identified,management_style_evidence_1.1,S000018783,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826023902/0001410368-26-023902-index.html,2026q1_ncen.zip,0001410368-26-023902,S000018783,SPDR(R) FTSE International Government Inflation-Protected Bond ETF,Y,Y,series_id,0.9032258064516129,,False
WLDR,Simplify Affinity World Leaders Equity ETF,not_determined,management_style_evidence_1.1,S000060111,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552947/000091047226000300/0000910472-26-000300-index.html,2026q1_ncen.zip,0000910472-26-000300,S000060111,Affinity World Leaders Equity ETF,Y,Y,series_id,0.7837837837837838,,True
WLTG,WealthTrust DBS Long Term Growth ETF,systematic_or_rules_based,management_style_evidence_1.1,S000074455,active_identified,high,primary_source_override,Issuer states that the WLTG portfolio is actively managed using tactical allocation and quantitative security selection,https://wealthtrustetf.com/,,,,,,,manual_ticker_override,,,True
WOMN,Impact Shares Women's Empowerment ETF,not_determined,management_style_evidence_1.1,S000061285,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1722388/000200032425003627/0002000324-25-003627-index.html,2025q3_ncen.zip,0002000324-25-003627,S000061285,Impact Shares Women's Empowerment ETF,Y,Y,series_id,1.0,,True
WOOD,iShares Global Timber & Forestry ETF,not_determined,management_style_evidence_1.1,S000022500,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1100663/000100472626004646/0001004726-26-004646-index.html,2026q2_ncen.zip,0001004726-26-004646,S000022500,iShares Global Timber & Forestry ETF,Y,Y,series_id,1.0,,True
WRND,NYLIM Global Equity R&D Leaders ETF,not_determined,management_style_evidence_1.1,S000074744,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1415995/000175272425165942/0001752724-25-165942-index.html,2025q3_ncen.zip,0001752724-25-165942,S000074744,NYLI Global Equity R&D Leaders ETF,Y,Y,series_id,0.9824561403508771,,True
WTAI,WisdomTree Artificial Intelligence and Innovation Fund,not_determined,management_style_evidence_1.1,S000074466,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1350487/000094040025000407/0000940400-25-000407-index.html,2025q3_ncen.zip,0000940400-25-000407,S000074466,WisdomTree Artificial Intelligence and Innovation Fund,Y,Y,series_id,1.0,,True
WTMF,WisdomTree Managed Futures Strategy Fund,active_identified,management_style_evidence_1.1,S000026387,mixed_or_changed_mandate,high,primary_source_override,Issuer states that WTMF tracked the WisdomTree Managed Futures Index before changing to an active strategy on June 4 2021,https://www.wisdomtree.com/us/insights/blog/when-markets-zigzag-trend-followers-can-shine,,,,,,,manual_ticker_override,,History spans an index mandate before June 4 2021 and an active mandate afterward; exclude from whole-history active attribution.,True
WTPI,WisdomTree Equity Premium Income Fund,not_determined,management_style_evidence_1.1,S000048315,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1350487/000094040025005898/0000940400-25-005898-index.html,2025q4_ncen.zip,0000940400-25-005898,S000048315,WisdomTree Equity Premium Income Fund,Y,Y,series_id,1.0,,True
WTRE,WisdomTree New Economy Real Estate Fund,not_determined,management_style_evidence_1.1,S000015502,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1350487/000094040026023461/0000940400-26-023461-index.html,2026q2_ncen.zip,0000940400-26-023461,S000015502,WisdomTree New Economy Real Estate Fund,Y,Y,series_id,1.0,,True
WTV,WisdomTree U.S. Value Fund,systematic_or_rules_based,management_style_evidence_1.1,S000015479,mixed_or_changed_mandate,high,primary_source_override,Issuer documents current active management after an index-tracking mandate that ended December 18 2017,https://www.wisdomtree.com/us/insights/blog/revisiting-value-a-style-built-for-uncertainty,,,,,,,manual_ticker_override,,History spans an index mandate before December 18 2017 and an active mandate afterward; exclude from whole-history active attribution.,True
WUGI,AXS Esoterica NextG Economy ETF,not_determined,management_style_evidence_1.1,S000079287,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1587982/000119312526268843/0001193125-26-268843-index.html,2026q2_ncen.zip,0001193125-26-268843,S000079287,AXS Esoterica NextG Economy ETF,Y,,series_id,1.0,,True
WWJD,Inspire International ETF,not_determined,management_style_evidence_1.1,S000066581,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1644419/000091047226001324/0000910472-26-001324-index.html,2026q1_ncen.zip,0000910472-26-001324,S000066581,Inspire International ETF,Y,Y,series_id,1.0,,True
